soil_moisture,current_temperature,current_humidity,minutes_since_last_watering,water_requirement_level,root_depth_cm,drought_tolerance,soil_type_encoded,soil_compaction,slope_degrees,hour_of_day,day_of_year,season,should_water,duration_minutes,intensity_percent,crop_name,soil_type
0.0,31.8,53.5,1760,5,40,1,2,38.4,0.7,9,273,3,1,90,38,mint,loam
0.0,24.0,53.0,1171,2,250,5,2,20.9,1.6,12,61,4,1,25,38,olive,loam
0.0,33.1,49.8,1900,3,30,3,2,27.7,0.8,11,125,1,1,56,38,garlic,loam
0.0,19.1,57.5,1265,4,75,2,3,53.0,4.9,18,109,1,1,90,27,eggplant,clay
52.5,5.0,72.1,1346,3,80,3,2,29.7,1.2,4,43,4,1,5,70,fava_bean,loam
0.0,20.2,62.0,1166,4,60,2,3,31.7,7.3,10,32,4,1,90,22,zucchini,clay
8.7,24.3,58.1,2257,3,50,2,1,75.2,0.8,7,166,1,1,26,32,cabbage,sandy
34.7,33.3,52.2,106,3,60,2,1,77.9,0.2,9,183,2,1,11,44,peas,sandy
27.1,15.3,65.4,2270,4,60,2,2,73.9,0.4,5,19,4,1,40,36,potato,loam
40.3,12.2,74.5,1206,2,250,5,3,45.7,0.1,20,356,4,1,5,50,olive,clay
34.9,31.6,44.0,1275,4,60,2,1,82.9,1.4,7,154,1,1,19,44,zucchini,sandy
43.5,9.3,70.4,2113,2,250,5,2,30.0,5.6,0,304,3,1,5,56,olive,loam
37.6,20.2,66.3,622,3,30,3,2,75.5,7.2,9,18,4,1,14,39,onion,loam
51.2,18.9,58.6,193,3,150,3,1,56.4,13.2,14,9,4,0,0,0,wheat_durum,sandy
6.9,24.4,62.0,800,3,150,3,1,66.0,1.4,17,145,1,1,23,46,wheat_durum,sandy
4.9,25.8,55.2,1380,4,75,2,1,72.3,2.5,12,140,1,1,40,32,eggplant,sandy
0.0,27.5,52.2,299,4,50,2,3,22.7,0.1,16,129,1,1,90,27,pepper_sweet,clay
77.5,5.0,75.4,1196,4,75,2,2,24.0,1.2,4,18,4,0,0,0,eggplant,loam
47.4,27.8,48.5,553,3,40,3,1,40.5,4.2,2,229,2,1,5,85,turnip,sandy
54.6,18.2,47.6,184,4,180,2,1,40.7,13.8,14,42,4,0,0,0,watermelon,sandy
40.6,38.7,42.3,247,3,60,2,1,64.4,1.9,12,186,2,1,5,72,peas,sandy
24.9,23.0,55.4,1465,5,40,1,2,64.0,0.6,6,169,1,1,56,52,mint,loam
0.0,31.2,53.8,1003,4,50,2,1,44.8,0.6,18,219,2,1,46,46,pepper_sweet,sandy
0.0,33.8,37.7,400,4,60,2,2,80.0,2.0,12,106,1,1,89,26,tomato,loam
17.4,17.0,66.6,604,5,90,1,3,31.7,3.3,22,292,3,1,90,27,cucumber,clay
100.0,21.6,54.4,329,3,30,3,1,57.9,2.9,12,354,3,0,0,0,onion,sandy
0.0,36.7,43.0,554,4,150,2,2,52.6,6.3,15,232,2,1,89,30,orange,loam
0.0,27.6,48.8,1052,4,60,2,3,56.2,0.1,13,76,4,1,90,27,tomato,clay
68.9,19.0,60.6,307,3,150,3,2,41.4,0.1,7,365,4,0,0,0,wheat_durum,loam
51.6,26.4,51.0,102,4,30,2,2,38.9,1.1,5,213,2,1,8,70,parsley,loam
0.0,29.6,56.3,1106,4,60,2,3,29.3,1.2,14,219,2,1,90,27,potato,clay
12.3,37.4,38.5,334,3,140,3,1,82.8,14.9,12,237,2,1,18,21,wheat_soft,sandy
23.8,8.1,76.4,1643,4,180,2,1,76.4,1.9,1,17,4,1,29,44,watermelon,sandy
87.4,20.6,48.4,822,2,250,5,1,65.9,0.4,15,57,4,0,0,0,olive,sandy
0.0,25.1,48.2,2642,4,30,2,2,45.3,3.6,18,167,1,1,90,38,parsley,loam
40.8,30.0,47.0,165,3,140,3,1,26.9,1.6,7,204,2,1,5,85,wheat_soft,sandy
100.0,28.3,52.0,224,3,30,3,1,75.2,0.8,13,74,4,0,0,0,garlic,sandy
59.0,10.3,66.4,1591,3,80,3,2,28.2,0.6,6,3,4,1,5,70,fava_bean,loam
58.3,24.5,56.1,359,2,250,5,2,64.7,0.6,12,56,4,0,0,0,olive,loam
0.0,19.2,51.6,776,4,180,2,2,84.2,15.3,17,107,1,1,90,20,watermelon,loam
48.5,24.9,59.5,643,5,90,1,1,49.2,7.6,7,327,3,1,15,68,cucumber,sandy
0.0,27.4,54.8,1812,3,80,3,3,57.5,1.3,17,166,1,1,90,27,fava_bean,clay
0.0,27.6,53.5,1020,3,140,3,1,77.0,4.8,15,123,1,1,25,32,wheat_soft,sandy
53.6,35.2,40.1,218,4,150,2,2,53.0,1.1,11,128,1,1,6,70,orange,loam
0.0,22.5,54.4,1565,4,300,3,2,55.0,0.5,11,21,4,1,74,38,date_palm,loam
41.0,21.9,52.9,289,4,30,2,1,79.4,6.0,20,189,2,1,15,47,parsley,sandy
39.1,25.3,42.9,378,3,140,3,2,73.4,4.5,14,144,1,0,0,0,wheat_soft,loam
49.9,21.2,61.2,291,3,50,2,1,69.2,1.2,18,264,2,1,5,85,cabbage,sandy
0.0,17.2,60.4,2362,2,250,5,2,64.7,6.1,9,73,4,1,26,30,olive,loam
0.0,32.3,48.4,1934,2,100,4,2,81.8,0.6,9,125,1,1,30,26,chickpea,loam
100.0,13.0,69.9,2762,4,180,2,2,79.3,0.3,19,301,3,0,0,0,watermelon,loam
26.0,25.9,60.4,455,5,40,1,1,78.2,0.2,10,297,3,1,37,44,mint,sandy
43.6,26.1,56.3,360,2,120,4,1,61.8,10.0,6,286,3,0,0,0,barley,sandy
0.0,20.9,62.3,2349,3,150,3,2,77.9,1.1,15,100,1,1,50,26,wheat_durum,loam
41.4,12.4,70.0,2532,3,30,3,2,48.0,17.1,6,2,4,1,9,45,onion,loam
16.3,17.7,60.6,629,4,50,2,2,64.2,4.7,0,185,2,1,57,38,pepper_sweet,loam
27.9,29.1,51.7,293,2,100,4,1,25.5,1.5,7,255,2,1,5,63,chickpea,sandy
24.3,33.4,42.7,305,3,40,3,2,66.1,1.8,8,185,2,1,21,52,carrot,loam
0.0,28.5,46.3,1752,4,150,2,2,68.9,1.0,12,110,1,1,89,38,orange,loam
68.3,21.7,67.6,974,5,40,1,1,60.7,0.1,17,298,3,1,5,85,mint,sandy
0.0,30.1,54.0,1806,3,80,3,2,54.1,0.4,15,281,3,1,56,38,fava_bean,loam
58.2,37.5,39.3,213,2,100,4,2,51.7,12.3,11,177,2,0,0,0,chickpea,loam
0.0,22.3,70.0,997,4,60,2,2,36.0,1.8,16,106,1,1,89,38,tomato,loam
0.0,33.0,41.4,929,4,30,2,2,47.2,2.5,8,183,2,1,90,38,parsley,loam
25.9,25.4,52.2,208,4,75,2,1,46.4,5.2,12,94,1,1,18,51,eggplant,sandy
0.0,30.8,45.2,868,4,150,2,3,46.5,2.0,16,192,2,1,90,27,lemon,clay
0.0,24.5,57.0,602,4,60,2,3,75.3,0.6,12,44,4,1,90,23,tomato,clay
22.1,17.9,72.8,528,3,30,2,3,66.4,6.0,3,227,2,1,54,30,coriander,clay
69.6,7.6,78.5,919,3,80,3,1,72.2,1.6,21,313,3,0,0,0,fava_bean,sandy
100.0,5.0,80.0,2671,5,90,1,1,21.0,7.8,0,365,4,0,0,0,cucumber,sandy
70.4,5.1,68.0,1117,3,140,3,2,75.5,1.2,2,90,1,0,0,0,wheat_soft,loam
0.0,16.3,62.7,2298,4,50,2,2,80.7,7.5,17,77,4,1,90,21,cauliflower,loam
40.0,25.5,62.9,583,3,30,3,2,82.8,0.8,9,7,4,1,11,49,onion,loam
0.0,24.6,50.0,452,3,150,3,3,32.9,1.7,13,55,4,1,75,27,wheat_durum,clay
22.6,21.3,62.9,1152,4,150,2,2,84.3,0.5,19,187,2,1,71,36,melon,loam
0.0,20.0,60.9,1562,4,50,2,2,61.5,1.4,7,101,1,1,85,38,pepper_sweet,loam
0.0,24.7,56.5,1419,4,180,2,2,64.2,6.5,11,118,1,1,90,30,watermelon,loam
1.4,23.6,50.4,1115,3,80,3,1,49.9,4.2,11,334,3,1,26,46,fava_bean,sandy
35.5,17.8,60.0,226,3,150,3,2,25.8,0.5,6,135,1,1,8,70,wheat_durum,loam
0.0,29.5,51.6,1539,4,180,2,3,51.4,6.7,14,156,1,1,90,22,watermelon,clay
51.7,14.5,74.9,171,3,30,3,3,44.7,0.1,1,175,2,0,0,0,garlic,clay
0.0,31.1,59.6,892,2,250,5,3,79.8,5.3,18,250,2,1,44,20,olive,clay
100.0,19.3,57.9,284,3,150,3,3,63.8,2.0,9,336,3,0,0,0,wheat_durum,clay
0.0,35.4,56.5,514,2,250,5,3,70.4,1.2,15,222,2,1,37,20,olive,clay
27.9,16.5,69.8,997,3,30,3,3,40.8,1.7,21,264,2,1,42,37,onion,clay
31.2,21.7,57.6,832,3,30,3,2,75.2,1.8,13,38,4,1,21,36,onion,loam
73.6,7.6,63.7,343,2,100,4,1,64.4,1.7,5,65,4,0,0,0,chickpea,sandy
0.0,36.3,40.5,551,3,80,3,3,47.2,0.1,9,253,2,1,88,27,fava_bean,clay
0.0,36.6,41.8,995,2,250,5,3,55.2,3.5,11,240,2,1,37,27,olive,clay
41.0,30.3,58.6,1317,4,25,1,1,36.0,5.8,7,270,3,1,10,68,lettuce,sandy
0.0,29.8,50.9,525,5,90,1,3,64.5,1.8,9,204,2,1,90,27,cucumber,clay
61.0,14.5,64.5,405,4,300,3,2,67.8,1.6,7,332,3,0,0,0,date_palm,loam
0.0,22.8,61.5,2509,3,30,2,3,53.5,1.5,8,345,3,1,90,27,coriander,clay
15.5,31.6,54.0,297,3,150,3,2,74.7,11.8,13,293,3,1,32,20,wheat_durum,loam
51.6,22.7,61.6,1208,2,250,5,2,37.0,1.9,20,273,3,0,0,0,olive,loam
0.0,23.4,52.5,474,4,60,2,2,20.7,0.4,13,360,4,1,89,38,zucchini,loam
68.9,5.0,72.9,191,3,150,3,1,70.7,0.4,21,49,4,0,0,0,wheat_durum,sandy
23.8,24.5,61.7,748,2,250,5,2,35.1,1.7,3,229,2,1,5,52,olive,loam
0.0,25.1,52.2,538,4,50,2,3,80.2,2.5,18,124,1,1,90,20,cauliflower,clay
0.0,29.6,54.5,654,4,180,2,2,40.6,1.0,15,153,1,1,90,38,watermelon,loam
0.0,19.4,56.1,2509,4,150,2,2,45.1,0.8,14,2,4,1,90,38,melon,loam
35.0,15.9,71.4,1346,2,100,4,2,50.6,0.1,20,275,3,1,5,52,chickpea,loam
9.4,27.9,63.0,352,4,60,2,3,78.5,3.2,13,177,2,1,90,20,potato,clay
54.0,16.3,56.4,634,3,80,3,2,69.9,1.9,7,346,3,0,0,0,fava_bean,loam
0.0,18.7,60.5,2067,4,60,2,2,64.0,0.5,4,314,3,1,81,38,potato,loam
1.0,20.4,55.1,867,3,40,3,1,40.8,0.3,9,82,1,1,28,46,carrot,sandy
67.4,25.3,51.3,515,4,60,2,1,28.6,1.7,6,129,1,0,0,0,potato,sandy
6.3,30.9,45.3,1135,2,100,4,1,71.9,1.6,13,165,1,1,11,32,chickpea,sandy
34.5,19.6,61.2,2313,2,250,5,1,35.9,0.5,1,158,1,1,5,63,olive,sandy
42.2,24.8,55.7,418,4,300,3,2,22.3,1.2,12,7,4,0,0,0,date_palm,loam
0.0,23.6,55.1,1336,4,180,2,2,61.6,1.7,16,132,1,1,90,38,watermelon,loam
35.5,20.4,63.4,2196,3,150,3,2,59.1,0.1,7,105,1,1,8,70,wheat_durum,loam
0.0,41.7,32.3,824,5,90,1,3,23.6,0.7,11,204,2,1,90,23,cucumber,clay
0.0,29.2,50.9,1562,4,60,2,1,82.5,0.6,9,266,3,1,46,32,zucchini,sandy
0.0,32.8,47.1,337,4,60,2,3,75.9,14.2,9,205,2,1,90,20,tomato,clay
11.3,12.5,63.6,1073,5,40,1,3,30.2,9.9,19,72,4,1,90,22,mint,clay
53.9,12.3,73.4,524,3,150,3,1,60.8,0.6,4,326,3,0,0,0,wheat_durum,sandy
0.0,16.6,62.2,2389,4,60,2,2,67.6,0.7,9,13,4,1,85,38,potato,loam
9.7,30.3,42.2,489,2,120,4,2,49.9,1.8,12,132,1,1,22,38,barley,loam
0.0,15.9,68.5,995,4,180,2,2,37.8,1.6,18,19,4,1,90,38,watermelon,loam
34.1,36.7,41.5,256,3,150,3,1,56.8,2.2,14,172,1,1,5,63,wheat_durum,sandy
77.4,5.0,82.8,2092,4,180,2,1,58.5,1.1,3,77,4,0,0,0,watermelon,sandy
0.0,38.5,40.6,645,2,250,5,2,55.1,1.4,12,209,2,1,25,32,olive,loam
16.7,27.2,55.3,447,3,150,3,2,61.8,1.7,18,225,2,1,36,38,wheat_durum,loam
34.2,13.1,58.5,1214,4,60,2,1,22.0,1.9,18,73,4,1,15,63,zucchini,sandy
55.7,17.1,66.2,760,3,50,3,2,54.7,0.0,7,57,4,0,0,0,pepper_hot,loam
84.0,13.3,64.7,375,3,50,2,3,82.4,1.6,5,13,4,0,0,0,cabbage,clay
0.0,21.1,63.9,2818,5,90,1,2,63.1,1.6,11,365,4,1,90,38,cucumber,loam
33.4,9.9,56.1,1183,3,140,3,3,36.1,1.8,19,105,1,1,22,37,wheat_soft,clay
35.3,18.4,67.3,525,3,150,3,3,34.4,2.3,19,283,3,1,13,50,wheat_durum,clay
24.6,29.2,52.1,408,3,150,3,3,51.3,1.5,14,152,1,1,33,37,wheat_durum,clay
4.7,19.1,54.6,1771,2,100,4,2,83.0,3.3,7,330,3,1,26,26,chickpea,loam
100.0,21.1,58.7,209,3,30,3,2,24.6,0.6,6,109,1,0,0,0,garlic,loam
16.2,28.4,66.8,615,3,40,3,1,60.6,1.3,17,269,3,1,21,46,turnip,sandy
0.0,25.9,51.4,1452,3,40,3,2,46.7,1.3,13,147,1,1,56,38,turnip,loam
0.0,32.0,43.6,1152,4,60,2,2,70.7,1.5,12,280,3,1,89,26,tomato,loam
8.8,30.6,52.7,236,4,60,2,2,37.2,1.5,17,189,2,1,86,38,tomato,loam
21.8,21.2,65.9,940,3,140,3,1,20.7,1.1,20,250,2,1,10,63,wheat_soft,sandy
47.4,21.7,65.6,679,4,300,3,2,29.3,17.0,4,208,2,1,7,45,date_palm,loam
0.0,27.2,51.5,1580,2,250,5,3,37.2,1.8,18,167,1,1,44,27,olive,clay
24.5,31.6,39.0,616,3,30,3,1,82.7,2.1,17,214,2,1,15,44,onion,sandy
0.0,24.9,57.2,1362,4,60,2,3,74.8,1.4,7,357,4,1,90,20,potato,clay
0.0,33.4,42.7,450,3,150,3,3,74.1,8.4,11,145,1,1,75,20,wheat_durum,clay
0.0,24.0,53.9,731,4,60,2,2,51.4,1.4,15,80,1,1,89,38,tomato,loam
0.0,19.4,72.8,2319,3,30,2,2,65.1,1.0,8,341,3,1,64,38,coriander,loam
0.0,38.7,38.4,496,4,150,2,1,37.5,4.3,15,228,2,1,47,39,melon,sandy
84.2,12.2,69.7,357,3,140,3,2,46.2,1.2,6,72,4,0,0,0,wheat_soft,loam
28.4,12.8,80.8,1285,4,60,2,1,30.6,1.8,1,287,3,1,14,63,potato,sandy
20.4,23.6,54.3,625,3,30,3,2,39.8,1.4,4,183,2,1,23,52,onion,loam
25.2,36.8,39.5,190,2,100,4,2,38.6,0.9,10,181,2,1,8,52,chickpea,loam
11.4,22.9,69.0,653,4,150,2,2,36.6,1.3,6,241,2,1,82,38,melon,loam
41.3,31.6,44.1,220,3,30,3,3,43.9,4.3,8,244,2,1,10,50,onion,clay
52.0,29.4,45.9,428,3,150,3,1,23.5,1.5,18,205,2,0,0,0,wheat_durum,sandy
60.1,29.0,48.6,180,3,60,2,2,76.4,14.1,7,189,2,0,0,0,peas,loam
36.8,27.0,55.9,1106,4,60,2,1,71.2,0.1,19,161,1,1,11,59,potato,sandy
0.0,29.9,49.6,2483,5,90,1,2,22.4,0.4,10,127,1,1,90,38,cucumber,loam
0.0,22.2,54.4,651,4,75,2,3,54.5,0.5,14,350,3,1,90,27,eggplant,clay
0.0,15.8,62.0,778,3,140,3,3,60.5,1.4,18,344,3,1,86,27,wheat_soft,clay
43.6,27.2,63.5,624,3,150,3,1,74.6,9.4,11,301,3,0,0,0,wheat_durum,sandy
0.0,17.3,63.6,1064,2,250,5,3,70.2,1.8,17,338,3,1,44,20,olive,clay
75.5,17.5,64.7,736,4,180,2,1,64.3,0.7,19,145,1,0,0,0,watermelon,sandy
26.4,12.2,70.4,380,4,150,2,1,43.1,0.4,19,23,4,1,20,63,orange,sandy
0.0,31.2,63.3,2273,3,80,3,1,60.4,1.6,16,268,3,1,28,46,fava_bean,sandy
22.0,15.7,78.7,2695,3,40,3,2,82.7,0.1,19,47,4,1,35,36,turnip,loam
0.0,23.7,53.4,1309,4,30,2,2,46.9,11.3,18,296,3,1,88,32,parsley,loam
62.1,28.0,46.1,183,4,60,2,2,23.6,6.2,6,223,2,0,0,0,potato,loam
1.4,11.0,67.2,1321,4,60,2,3,31.7,4.3,3,40,4,1,90,27,zucchini,clay
24.7,44.1,31.8,529,2,120,4,2,39.7,1.3,9,223,2,1,11,44,barley,loam
0.0,23.1,51.5,617,4,150,2,2,60.6,4.3,14,80,1,1,88,35,melon,loam
36.2,22.2,55.9,972,3,80,3,1,61.5,3.8,16,71,4,1,5,85,fava_bean,sandy
0.0,16.6,70.3,1483,4,60,2,3,49.5,12.6,7,308,3,1,90,20,potato,clay
0.0,43.4,28.0,795,3,80,3,2,24.6,7.7,12,225,2,1,56,26,fava_bean,loam
48.6,32.2,49.3,435,4,60,2,3,74.5,4.5,6,160,1,1,26,35,tomato,clay
0.0,18.6,67.2,1416,3,40,3,2,63.0,1.8,18,271,3,1,64,38,turnip,loam
5.3,32.8,49.0,345,4,50,2,2,76.6,0.0,14,135,1,1,74,26,pepper_sweet,loam
0.0,36.0,35.4,667,2,120,4,2,72.1,4.9,11,207,2,1,29,26,barley,loam
41.8,20.2,60.7,560,3,30,3,2,77.2,0.8,23,193,2,1,8,49,onion,loam
0.0,20.2,65.7,2405,2,250,5,2,58.8,0.7,16,327,3,1,25,38,olive,loam
38.4,19.2,72.4,909,2,120,4,1,65.1,7.0,21,236,2,1,5,68,barley,sandy
64.0,19.9,60.5,680,4,60,2,1,36.8,0.0,6,93,1,0,0,0,tomato,sandy
0.0,27.1,41.3,693,4,50,2,3,39.3,16.2,11,91,1,1,90,20,pepper_sweet,clay
6.2,31.9,44.2,437,4,150,2,1,46.3,6.9,16,212,2,1,39,37,lemon,sandy
0.0,15.4,68.5,2534,4,60,2,1,58.3,0.9,8,31,4,1,42,46,potato,sandy
0.0,31.2,54.1,421,4,60,2,3,54.7,4.7,18,221,2,1,90,27,potato,clay
74.1,28.5,57.4,239,3,80,3,2,43.3,5.9,6,249,2,0,0,0,fava_bean,loam
0.0,23.2,45.3,1968,3,40,3,2,47.0,1.5,12,66,4,1,56,38,turnip,loam
60.1,18.3,58.5,511,4,150,2,2,78.8,0.2,20,307,3,0,0,0,orange,loam
61.6,29.2,42.6,582,2,100,4,1,71.1,4.9,11,115,1,0,0,0,chickpea,sandy
55.0,29.7,51.2,852,2,250,5,1,53.8,5.4,10,281,3,0,0,0,olive,sandy
0.0,16.7,56.7,2311,3,150,3,2,66.1,0.2,18,138,1,1,57,38,wheat_durum,loam
40.9,25.7,50.4,582,4,150,2,1,47.3,1.0,10,34,4,1,10,85,orange,sandy
0.0,23.0,58.3,972,3,150,3,3,39.2,12.1,15,311,3,1,75,20,wheat_durum,clay
0.0,42.1,32.6,705,4,60,2,2,24.3,0.4,10,218,2,1,85,32,potato,loam
27.8,18.4,67.3,1266,4,75,2,2,40.4,0.6,7,128,1,1,36,52,eggplant,loam
7.1,18.6,62.2,1041,3,140,3,2,36.5,1.8,11,86,1,1,42,38,wheat_soft,loam
1.1,27.8,54.8,355,4,60,2,3,59.9,2.5,17,291,3,1,90,27,potato,clay
45.9,11.9,79.9,1366,2,120,4,3,62.2,2.2,4,327,3,1,5,50,barley,clay
47.1,33.7,54.6,113,5,90,1,2,26.1,18.0,15,250,2,1,42,45,cucumber,loam
0.0,26.1,64.4,671,4,150,2,2,75.9,1.9,17,300,3,1,90,26,lemon,loam
10.6,24.2,59.6,690,4,50,2,3,27.2,0.4,7,94,1,1,90,27,cauliflower,clay
0.0,26.3,49.3,1695,4,150,2,2,72.7,4.8,13,304,3,1,89,26,orange,loam
49.6,20.1,60.1,577,2,120,4,1,49.5,6.6,3,157,1,0,0,0,barley,sandy
51.4,28.5,59.3,536,2,120,4,1,57.4,5.1,16,185,2,0,0,0,barley,sandy
41.8,8.1,77.0,1877,4,150,2,2,71.2,5.5,5,364,4,1,26,39,orange,loam
64.4,12.2,61.7,431,3,30,3,2,83.7,0.7,0,134,1,0,0,0,onion,loam
0.0,30.2,52.4,1128,4,25,2,1,65.4,7.2,14,142,1,1,44,37,strawberry,sandy
0.0,29.3,52.2,439,4,60,2,2,47.1,6.1,15,255,2,1,89,30,tomato,loam
0.0,19.3,58.4,950,4,60,2,2,64.6,15.7,16,56,4,1,89,25,tomato,loam
85.5,5.7,80.0,2115,2,100,4,2,70.8,0.3,3,12,4,0,0,0,chickpea,loam
100.0,12.7,68.1,438,3,30,2,3,38.7,0.7,5,76,4,0,0,0,coriander,clay
19.0,29.9,55.8,278,4,60,2,2,66.3,11.0,14,273,3,1,60,25,tomato,loam
41.3,22.9,66.4,610,3,30,3,2,83.0,0.2,12,26,4,1,8,49,onion,loam
25.6,29.8,56.3,636,4,50,2,3,72.2,19.6,6,197,2,1,68,20,pepper_sweet,clay
18.5,14.3,76.2,434,4,150,2,2,71.5,0.6,8,27,4,1,64,26,orange,loam
18.7,25.2,64.1,1336,4,60,2,1,40.3,0.2,9,299,3,1,32,46,tomato,sandy
0.0,20.3,65.1,1118,4,75,2,2,47.2,1.4,13,301,3,1,89,38,eggplant,loam
13.4,31.0,51.3,275,4,150,2,2,53.2,1.3,13,129,1,1,68,38,orange,loam
0.0,38.3,37.2,1176,2,250,5,2,59.4,1.2,11,166,1,1,25,32,olive,loam
50.3,20.3,57.7,214,3,40,3,2,49.2,3.2,7,149,1,0,0,0,turnip,loam
77.2,5.0,73.3,875,3,150,3,1,34.4,1.0,0,10,4,0,0,0,wheat_durum,sandy
100.0,10.7,76.1,309,3,60,2,1,25.7,3.1,7,43,4,0,0,0,peas,sandy
0.0,19.3,58.7,2713,4,60,2,2,68.4,2.4,13,332,3,1,81,38,potato,loam
0.0,20.0,64.7,2042,4,50,2,2,34.3,0.8,15,44,4,1,81,38,pepper_sweet,loam
29.7,21.9,56.0,684,3,40,3,1,30.4,0.6,12,71,4,1,8,63,carrot,sandy
0.0,9.4,71.4,1844,3,30,3,2,47.1,1.5,18,334,3,1,64,38,onion,loam
30.5,28.3,54.9,281,4,25,1,2,42.0,0.2,18,213,2,1,36,52,lettuce,loam
36.1,17.8,62.0,647,3,50,3,3,53.1,1.3,6,117,1,1,17,50,pepper_hot,clay
27.2,17.8,65.9,257,4,60,2,1,53.9,0.3,6,364,4,1,15,63,potato,sandy
51.8,37.6,47.4,333,3,80,3,1,45.4,4.1,10,240,2,0,0,0,fava_bean,sandy
0.0,34.4,47.9,1408,2,250,5,1,67.6,1.9,13,169,1,1,12,46,olive,sandy
13.1,25.1,54.7,747,5,90,1,1,74.3,6.9,11,119,1,1,51,26,cucumber,sandy
54.0,7.2,71.6,1109,3,30,3,1,58.0,2.2,0,114,1,1,5,85,onion,sandy
0.0,25.4,44.3,1261,3,150,3,3,43.7,6.7,12,56,4,1,75,22,wheat_durum,clay
59.7,5.0,80.8,885,4,150,2,2,67.8,7.2,1,360,4,1,5,56,orange,loam
0.0,28.5,45.3,2485,3,60,2,2,25.7,1.8,8,141,1,1,64,38,peas,loam
50.2,12.1,72.6,1246,2,250,5,1,56.7,3.9,8,13,4,0,0,0,olive,sandy
14.1,26.7,54.0,1211,3,40,3,1,27.6,1.2,15,89,1,1,19,46,turnip,sandy
8.8,38.5,50.9,423,3,150,3,2,44.4,1.9,15,201,2,1,39,32,wheat_durum,loam
49.3,9.5,76.5,1333,4,180,2,2,61.0,0.7,22,109,1,1,16,70,watermelon,loam
0.0,32.9,51.1,781,2,100,4,2,27.3,1.1,14,187,2,1,29,38,chickpea,loam
0.0,36.7,44.3,553,3,30,3,2,65.7,1.3,13,246,2,1,56,38,onion,loam
0.0,22.2,64.3,1915,3,150,3,1,57.4,1.9,13,26,4,1,25,46,wheat_durum,sandy
34.9,7.9,81.7,1809,4,75,2,2,68.2,1.6,2,108,1,1,26,52,eggplant,loam
41.3,11.0,63.7,1891,5,90,1,1,51.7,1.4,22,118,1,1,19,85,cucumber,sandy
68.2,8.5,81.0,1019,4,75,2,1,65.8,3.4,19,2,4,0,0,0,eggplant,sandy
36.8,24.8,56.0,1369,3,40,3,2,66.1,1.9,19,167,1,1,12,70,carrot,loam
0.0,16.8,62.2,1993,4,150,2,2,67.7,0.8,14,27,4,1,89,38,orange,loam
59.0,39.5,40.6,124,3,80,3,2,44.0,1.9,15,217,2,0,0,0,fava_bean,loam
0.0,27.2,53.3,2781,2,250,5,2,20.4,4.4,9,273,3,1,26,38,olive,loam
0.0,26.6,52.7,2157,4,60,2,1,73.8,1.1,12,47,4,1,44,32,zucchini,sandy
5.0,31.7,43.6,1421,2,250,5,1,61.0,1.2,10,275,3,1,11,46,olive,sandy
25.6,23.8,61.4,603,4,60,2,1,26.4,3.3,12,147,1,1,15,63,potato,sandy
41.7,8.6,74.3,1198,4,60,2,2,32.3,0.5,18,13,4,1,22,70,tomato,loam
19.6,37.5,40.3,409,5,90,1,1,31.6,14.8,8,217,2,1,49,30,cucumber,sandy
26.4,5.3,81.5,2467,4,150,2,3,53.4,6.9,22,105,1,1,74,30,lemon,clay
22.3,31.3,59.0,208,2,100,4,2,21.2,2.5,12,174,2,1,9,52,chickpea,loam
64.9,20.7,60.5,622,3,50,3,2,43.9,1.1,7,278,3,0,0,0,pepper_hot,loam
7.5,24.0,56.0,1163,4,300,3,1,44.5,1.8,12,82,1,1,30,46,date_palm,sandy
2.4,20.8,54.7,875,3,60,2,3,41.1,0.8,12,89,1,1,88,27,peas,clay
19.1,39.2,42.3,101,3,150,3,3,72.6,5.7,13,211,2,1,43,20,wheat_durum,clay
16.1,20.4,62.9,244,4,300,3,3,63.2,2.4,3,210,2,1,75,27,date_palm,clay
2.7,36.8,40.3,408,3,150,3,1,20.8,0.2,11,176,2,1,22,46,wheat_durum,sandy
96.2,8.4,82.5,1146,4,150,2,1,84.9,1.2,18,358,4,0,0,0,orange,sandy
51.5,16.1,59.5,933,4,60,2,1,83.1,1.4,8,340,3,1,5,59,zucchini,sandy
8.9,40.9,34.3,382,3,150,3,2,51.7,19.1,15,219,2,1,39,21,wheat_durum,loam
13.4,35.1,55.1,297,3,140,3,2,64.8,3.0,14,230,2,1,35,38,wheat_soft,loam
22.3,18.4,67.0,1604,3,40,3,1,24.8,9.1,7,69,4,1,11,51,turnip,sandy
0.0,29.3,54.6,1998,4,150,2,2,32.3,0.9,13,300,3,1,90,38,melon,loam
33.6,32.6,43.0,483,4,150,2,1,34.8,2.1,7,156,1,1,14,63,orange,sandy
52.7,16.1,58.5,64,5,90,1,3,26.4,11.7,2,210,2,0,0,0,cucumber,clay
7.4,17.6,63.9,293,4,25,1,2,42.1,7.3,18,314,3,1,89,30,lettuce,loam
10.7,22.6,54.9,2229,3,30,2,2,41.9,0.0,7,146,1,1,51,38,coriander,loam
0.0,29.5,47.1,2376,4,75,2,1,35.7,0.8,11,274,3,1,44,46,eggplant,sandy
0.0,18.1,61.5,1325,3,140,3,3,75.9,1.4,16,8,4,1,75,20,wheat_soft,clay
50.4,25.6,52.9,264,2,120,4,2,26.9,10.4,18,176,2,0,0,0,barley,loam
